objectid_1,objectid,acreage,sqft,final_cat,type,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_user,created_date,last_edited_user,last_edited_date,maintenanceresponsibility,dpw_ac,globalid_2,shape_area,shape_length
202,130,53.57539799,2333735.00158627,Community Park,CP,5,Moore Park,Moore Park,Moore Park,Southern,2752.13027248,50baa3f0-758b-4bbb-98d6-3c07b42a0826,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,53.5753979925053,48ab9040-4e75-4e9d-9dea-496b2cd611e9,374341.86328125,3755.69717246948
203,160,258.60428875,11264757.7587939,Regional Park,RP,2,Riverview Park,Riverview Park,Riverview Park,Northern,72135.8705385,bfa19f54-250b-4e8e-9898-5a8f45e003b8,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,258.604288750231,97f947d0-5c77-4801-986d-6296cc34bbc8,1811033.609375,28925.1318131614
204,61,0.13258774,5775.49885771,Neighborhood Park,NP,4,Esplen Tot Lot,Esplen Park,Esplen Park,Western,365.82805247,3be60947-2c73-4a72-b6d0-3461abc6e3d2,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,0.132587740123434,07d7d927-b3ab-4845-ad97-5218c5174c7b,927.9453125,127.760359206496
205,65,1.76197212,76751.19864669,Neighborhood Park,NP,3,Fineview Playground,Fineview Park,Fineview Park,Northern,1108.51197838,db4b7e9e-0652-4636-8213-593a7cfc5953,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,1.76197212241509,412f4a24-2df8-4ecc-989d-c7cc3d919835,12331.94140625,444.230416420814
206,143,9.278443,404167.36056625,Regional Park,RP,6,Olympia Park,Emerald View Park - Olympia Park,Emerald View Regional Park,Western,2810.16261338,5217a635-cba9-4f1e-93c7-a604fc8f59e3,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,9.27844300368542,96b7514b-d59b-42cc-a9fc-616fa9f590f4,64880.2578125,1126.68716747355
207,89,377.91057675,16461718.8762973,Regional Park,RP,12,Highland Park,Highland Park,Highland Park,Northeast,107319.676945,c9e4bd66-e2b3-4f4a-b49b-a9f1ee0688b3,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,377.910576753222,72b83a23-b214-4ee3-8805-7071106e2632,2646461.42578125,43040.5950903329
208,79,32.11439619,1398897.50251635,Regional Park,RP,6,Grandview Park,Emerald View Park - Grandview Park,Emerald View Regional Park,Southern,14446.4975317,aeeefde8-4347-4ab7-8bdf-bc2bedd16135,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,32.1143961919815,a1046889-6817-4f9e-b895-180f6c1f91f2,224533.4296875,5786.4704161581
209,34,7.04343072,306810.61484275,Neighborhood Park,NP,11,Chadwick Rec Center,Chadwick Park,Chadwick Park,Eastern,2425.2027917,ad00f128-3d9f-4bfd-93e9-98fe0d4241a4,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,7.04343071829418,e70e3fe1-e7ca-4b53-bd97-c4a74544f578,49302.0078125,1009.7314465248
210,37,0.87432757,38085.55663694,Neighborhood Park,NP,7,Cobden St Bsktbl Ct,Cobden Street Park,Cobden St. Park,Southern,825.91850831,fb470340-f4f8-460a-8a16-f16e333573d9,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,0.874327570698412,b98e1f82-d599-404b-b1f4-2f026435e49a,6111.703125,330.679923562791
211,170,57.31134955,2496472.40034895,Community Park,CP,7,Southside Park,Southside Park,Southside Park,Southern,15701.0199754,95cc2ac5-a1c2-4648-a584-a51d1cc70630,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,57.3113495470274,469a43c7-58ee-4a13-9360-3811c8396cd6,400636.15625,6189.72414637317
212,87,5.10806965,222506.62379921,Neighborhood Park,NP,12,Heths Playground,Heth's Park,Heth's Park,Northeast,2181.06130748,a6a4ac92-5a00-4af5-9f11-716e51079fea,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,5.10806964711613,8b2a4dc8-1c90-4bfb-8155-1f4f75cfefbe,35767.87109375,875.156726710089
213,153,23.08845927,1005729.262996,Community Park,CP,5,Phillips Park,Phillips Park,Phillips Park,Southern,7113.21285449,24cd4273-9d1a-4886-a9f1-a3c4a9d50196,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,23.0884592728449,e0ecf5d8-c27d-421f-a470-19e9d486ed42,161256.88671875,2826.14399790667
214,28,56.0593594,2441935.92775625,Community Park,CP,5,Brookline Memorial Park,Brookline Memorial Park,Brookline Memorial Park,Southern,9152.84161215,041dc569-0b41-4383-bed6-df92c7b07dca,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,56.0593594014983,6fd314e4-9bdf-4f9a-a1f8-88c9adbcb7d9,391526.21875,3540.38560669718
34264,71,606.63907099,26425092.2317768,Regional Park,RP,10,Frick Park,Frick Park,Frick Park,Eastern,75685.9897736,4012cac2-c9fc-4074-8331-0c10b213ef16,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,606.639070993222,97a3960e-186e-4c95-9b2e-6bbd0c552272,4241792.7890625,29982.6618025166
154799,227,0.57381396,24995.23631677,Special Use Park,SU,7,,Arlington Gym,,,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,0.573813964600912,2fb8c801-1dad-48fb-bda8-92a88f4afaf0,4011.046875,274.845251683974
246802,214,3.2963859,143589.99534013,Neighborhood Park,NP,12,Liberty Green Park,Liberty Green Park,Liberty Green Park,Northeast,1386.2216884, ,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,3.296386,1d292cd0-6955-4d1a-a670-289cba8dfc1e,23072.11328125,931.747771525536
324421,324421,0.09182823,4000.02163982,Neighborhood Park,NP,7,Esser Plaza Park,Esser Plaza Park,Esser Plaza Park,Southern,384.92560266,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,9.18282286490579E-02,245ec0ce-045d-490c-8ad2-e069f9727ce8,642.0703125,107.58207998066
379223,119858,2.47124369,107646.94460254,Community Park,CP,16,I579 Cap Park,Frankie Pace Park,I579 Cap Park,Northern,930.75705268,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,2.47124369125767,19bebc60-c941-47a5-b6d1-23267ff630ac,17285.43359375,853.960014130089
398823,398823,632.886499,27568535.89644,Regional Park,RP,8,Hays Woods,Hays Woods,Hays Woods,Southern,40487.80888937,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,632.886499,2bec1fbf-3db4-43c2-9ce9-ce0cc963af28,4421262.69140625,16210.3401126939
414425,414425,7.00283585,305042.30938794,Regional Park,RP,7,Knoxville Incline Park,Knoxville Incline Park,Knoxville Incline Park,Western,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,7.00283584851709,9729ce1e-3d61-4157-b78b-041660e60318,48957.7734375,2195.45574985157
414426,414426,39.437957,1717910.53535787,Regional Park,RP,5,Fairhaven Park,Fairhaven Park,Fairhaven Park,Southern,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,39.437957002362,fe6ac507-c439-450e-a238-71f3966542e8,275340.84765625,7965.64799145361
414427,414427,80.21265698,3494049.36201752,Regional Park,RP,5,Seldom Seen Park,Seldom Seen Park,Seldom Seen Park,Southern,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,80.21265698473,93d72eed-91a2-4af5-8940-cc520c2c1600,560787.84765625,7174.03889980829
414428,414428,33.29815061,1450461.63886948,Regional Park,RP,15,Bigelow Park,Bigelow Park,Bigelow Park,Schenley,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Schenley,33.2981506137331,8054928b-a482-4545-b65a-5aa8095bddeb,232984.3515625,8047.30825234369
414429,414429,139.41565175,6072921.4986122,Regional Park,RP,9,Hazelwood Park,Hazelwood Park,Hazelwood Park,Eastern,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,139.415651753199,aedfc45b-5b95-4fdd-8d3a-cb8a0a20d55b,974365.2578125,20984.9483130754
